sequence_id	query_length	closest_reference_id	closest_reference_ids	closest_reference_tie_count	target_length	alignment_score	alignment_length	aligned_pairs	identical_residues	identity	query_coverage	target_coverage	effective_identity	distance	distance_status	distance_reason	reference_count	resolved_reference_count
vae_candidate_000126	83	nat_4f811102c58fb8e77080	"[""nat_4f811102c58fb8e77080""]"	1	78	234.0	86	75	58	0.7733333333333333	0.9036144578313253	0.9615384615384616	0.6987951807228916	0.3012048192771084	resolved		346	212
vae_candidate_000127	137	nat_8d5392221648a605a7c2	"[""nat_8d5392221648a605a7c2""]"	1	134	205.0	157	114	65	0.5701754385964912	0.8321167883211679	0.8507462686567164	0.4744525547445255	0.5255474452554745	resolved		346	76
vae_candidate_000128	117	nat_833a1708482ad34125e2	"[""nat_833a1708482ad34125e2""]"	1	98	360.0	119	96	80	0.8333333333333334	0.8205128205128205	0.9795918367346939	0.6837606837606838	0.3162393162393162	resolved		346	43
vae_candidate_000129	91	nat_00058845722df3ede422	"[""nat_00058845722df3ede422""]"	1	94	243.5	100	85	58	0.6823529411764706	0.9340659340659341	0.9042553191489362	0.6170212765957447	0.3829787234042553	resolved		346	190
vae_candidate_000130	78	nat_448d52f7c380acd65350	"[""nat_448d52f7c380acd65350"", ""nat_a4ce46bc0db75edd2892""]"	2	76	237.0	80	74	56	0.7567567567567568	0.9487179487179487	0.9736842105263158	0.717948717948718	0.28205128205128205	resolved		346	211
vae_candidate_000131	109	nat_4a87fc740463a61b2d05	"[""nat_4a87fc740463a61b2d05"", ""nat_53979ea823175001b77b"", ""nat_b28a6bed955c267791e6""]"	3	109	81.5	127	91	39	0.42857142857142855	0.8348623853211009	0.8348623853211009	0.3577981651376147	0.6422018348623852	resolved		346	11
vae_candidate_000132	86	nat_75679c0d4db585656573	"[""nat_75679c0d4db585656573""]"	1	92	8.5	104	74	25	0.33783783783783783	0.8604651162790697	0.8043478260869565	0.2717391304347826	0.7282608695652174	resolved		346	18
vae_candidate_000133	102	nat_7ee1d64f80049d71603c	"[""nat_7ee1d64f80049d71603c""]"	1	95	289.0	105	92	73	0.7934782608695652	0.9019607843137255	0.968421052631579	0.7156862745098039	0.28431372549019607	resolved		346	154
vae_candidate_000134	69		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000135	93	nat_05d62502987d9405b8af	"[""nat_05d62502987d9405b8af""]"	1	95	432.5	95	93	90	0.967741935483871	1.0	0.9789473684210527	0.9473684210526315	0.052631578947368474	resolved		346	182
vae_candidate_000136	95	nat_9ca97034ea4d97950343	"[""nat_9ca97034ea4d97950343"", ""nat_a36a3359d46f89a3e9c6"", ""nat_a9c10692b45d32f772b4"", ""nat_acb38079c01f07d0de6f""]"	4	94	380.5	99	90	84	0.9333333333333333	0.9473684210526315	0.9574468085106383	0.8842105263157894	0.11578947368421055	resolved		346	168
vae_candidate_000137	91	nat_76418c5d471b2873e6bf	"[""nat_76418c5d471b2873e6bf""]"	1	86	169.5	98	79	49	0.620253164556962	0.8681318681318682	0.9186046511627907	0.5384615384615384	0.46153846153846156	resolved		346	187
vae_candidate_000138	122		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000139	180		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000140	108	nat_fca422d4ddd5dcd65605	"[""nat_fca422d4ddd5dcd65605""]"	1	96	312.0	114	90	79	0.8777777777777778	0.8333333333333334	0.9375	0.7314814814814815	0.2685185185185185	resolved		346	127
vae_candidate_000141	99	nat_5d40201e59780a4578e1	"[""nat_5d40201e59780a4578e1""]"	1	95	277.0	108	86	69	0.8023255813953488	0.8686868686868687	0.9052631578947369	0.696969696969697	0.303030303030303	resolved		346	155
vae_candidate_000142	61		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000143	92	nat_d5d6f3cedb33fb3328b6	"[""nat_d5d6f3cedb33fb3328b6""]"	1	95	232.5	99	88	57	0.6477272727272727	0.9565217391304348	0.9263157894736842	0.6	0.4	resolved		346	158
vae_candidate_000144	80	nat_b14fdba1c12c78ac4485	"[""nat_b14fdba1c12c78ac4485""]"	1	84	113.5	88	76	33	0.4342105263157895	0.95	0.9047619047619048	0.39285714285714285	0.6071428571428572	resolved		346	206
vae_candidate_000145	72		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000146	174		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000147	64	nat_278c7a3fd12af0319695	"[""nat_278c7a3fd12af0319695"", ""nat_444b2346dad8b8d36df2""]"	2	71	5.0	77	58	18	0.3103448275862069	0.90625	0.8169014084507042	0.2535211267605634	0.7464788732394366	resolved		346	7
vae_candidate_000148	64	nat_505ccb0a3946a89f0437	"[""nat_505ccb0a3946a89f0437"", ""nat_8d6274f78693091697cf"", ""nat_a1131689eff9ccc2bc1c"", ""nat_d43d1d5ec03e055dcf06"", ""nat_eccab6536bed142192aa"", ""nat_ffde9c8a0aa4cd762cfd""]"	6	70	25.0	74	60	22	0.36666666666666664	0.9375	0.8571428571428571	0.3142857142857143	0.6857142857142857	resolved		346	43
vae_candidate_000149	121	nat_55802cc1c7918b91c298	"[""nat_55802cc1c7918b91c298""]"	1	139	290.5	146	114	67	0.5877192982456141	0.9421487603305785	0.8201438848920863	0.48201438848920863	0.5179856115107914	resolved		346	20
vae_candidate_000150	74	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	269.0	80	66	59	0.8939393939393939	0.8918918918918919	0.9166666666666666	0.7972972972972973	0.20270270270270274	resolved		346	78
vae_candidate_000151	73	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f""]"	1	73	236.5	78	68	55	0.8088235294117647	0.9315068493150684	0.9315068493150684	0.7534246575342466	0.2465753424657534	resolved		346	96
vae_candidate_000152	59		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000153	104	nat_4d4e00d31d935ed0527d	"[""nat_4d4e00d31d935ed0527d"", ""nat_a49cfe7d33cec22c3905""]"	2	95	217.5	110	89	59	0.6629213483146067	0.8557692307692307	0.9368421052631579	0.5673076923076923	0.4326923076923077	resolved		346	132
vae_candidate_000154	88	nat_4cea385a8794a0b112c3	"[""nat_4cea385a8794a0b112c3""]"	1	94	71.0	104	78	34	0.4358974358974359	0.8863636363636364	0.8297872340425532	0.3617021276595745	0.6382978723404256	resolved		346	142
vae_candidate_000155	87	nat_42d774e2b731f8e5de6a	"[""nat_42d774e2b731f8e5de6a"", ""nat_fc382b09fdd1c909c75c""]"	2	93	16.0	97	83	24	0.2891566265060241	0.9540229885057471	0.8924731182795699	0.25806451612903225	0.7419354838709677	resolved		346	3
vae_candidate_000156	87	nat_873dfd59523575571c0b	"[""nat_873dfd59523575571c0b""]"	1	85	163.5	102	70	43	0.6142857142857143	0.8045977011494253	0.8235294117647058	0.4942528735632184	0.5057471264367817	resolved		346	19
vae_candidate_000157	99	nat_92d7d81f95603487cd9c	"[""nat_92d7d81f95603487cd9c"", ""nat_a7791ad55c70e7fd3462""]"	2	95	435.5	99	95	90	0.9473684210526315	0.9595959595959596	1.0	0.9090909090909091	0.09090909090909094	resolved		346	158
vae_candidate_000158	89	nat_92d7d81f95603487cd9c	"[""nat_92d7d81f95603487cd9c"", ""nat_d80e058d93177215aa4b""]"	2	95	184.0	108	76	54	0.7105263157894737	0.8539325842696629	0.8	0.5684210526315789	0.43157894736842106	resolved		346	56
vae_candidate_000159	56		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000160	121	nat_833a1708482ad34125e2	"[""nat_833a1708482ad34125e2""]"	1	98	281.0	121	98	70	0.7142857142857143	0.8099173553719008	1.0	0.5785123966942148	0.42148760330578516	resolved		346	32
vae_candidate_000161	111	nat_4b58b860e36e01bdb682	"[""nat_4b58b860e36e01bdb682""]"	1	95	204.0	114	92	55	0.5978260869565217	0.8288288288288288	0.968421052631579	0.4954954954954955	0.5045045045045045	resolved		346	63
vae_candidate_000162	139		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000163	78	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb""]"	1	95	194.0	96	77	54	0.7012987012987013	0.9871794871794872	0.8105263157894737	0.5684210526315789	0.43157894736842106	resolved		346	209
vae_candidate_000164	98		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000165	114	nat_c5a4c69d0879da5e6614	"[""nat_c5a4c69d0879da5e6614"", ""nat_c7cb28cf54b6a88ff785"", ""nat_dc2b0da282a1a334132b""]"	3	97	137.0	116	95	40	0.42105263157894735	0.8333333333333334	0.979381443298969	0.3508771929824561	0.6491228070175439	resolved		346	10
vae_candidate_000166	71	nat_b07305ca6f722d02988a	"[""nat_b07305ca6f722d02988a""]"	1	71	56.5	84	58	29	0.5	0.8169014084507042	0.8169014084507042	0.4084507042253521	0.5915492957746479	resolved		346	29
vae_candidate_000167	93	nat_38cb7bda240a833d36b3	"[""nat_38cb7bda240a833d36b3""]"	1	95	153.5	105	83	47	0.5662650602409639	0.8924731182795699	0.8736842105263158	0.49473684210526314	0.5052631578947369	resolved		346	184
vae_candidate_000168	57		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000169	93	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a""]"	1	94	382.5	96	91	83	0.9120879120879121	0.978494623655914	0.9680851063829787	0.8829787234042553	0.11702127659574468	resolved		346	180
vae_candidate_000170	113	nat_0ae199fc6d044a2da135	"[""nat_0ae199fc6d044a2da135""]"	1	95	171.0	115	93	48	0.5161290322580645	0.8230088495575221	0.9789473684210527	0.4247787610619469	0.5752212389380531	resolved		346	21
vae_candidate_000171	131	nat_2f6b62c5722bcacabd8e	"[""nat_2f6b62c5722bcacabd8e""]"	1	136	186.0	156	111	63	0.5675675675675675	0.8473282442748091	0.8161764705882353	0.4632352941176471	0.5367647058823529	resolved		346	28
vae_candidate_000172	122	nat_db787bdce100ebe0b52f	"[""nat_db787bdce100ebe0b52f""]"	1	137	234.5	149	110	68	0.6181818181818182	0.9016393442622951	0.8029197080291971	0.49635036496350365	0.5036496350364963	resolved		346	50
vae_candidate_000173	96		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000174	55		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000175	60	nat_ffde9c8a0aa4cd762cfd	"[""nat_ffde9c8a0aa4cd762cfd""]"	1	70	89.5	73	57	35	0.6140350877192983	0.95	0.8142857142857143	0.5	0.5	resolved		346	28
vae_candidate_000176	109		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000177	154	nat_dbbc85b2e6d8fc6f3682	"[""nat_dbbc85b2e6d8fc6f3682""]"	1	154	32.5	184	124	44	0.3548387096774194	0.8051948051948052	0.8051948051948052	0.2857142857142857	0.7142857142857143	resolved		346	6
vae_candidate_000178	70	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	263.0	76	66	56	0.8484848484848485	0.9428571428571428	0.9166666666666666	0.7777777777777778	0.2222222222222222	resolved		346	78
vae_candidate_000179	91	nat_7d45d6cf3df5d3d36985	"[""nat_7d45d6cf3df5d3d36985"", ""nat_9ba949b2aab9e2be6898""]"	2	95	252.0	96	90	63	0.7	0.989010989010989	0.9473684210526315	0.6631578947368421	0.33684210526315794	resolved		346	190
vae_candidate_000180	69	nat_2708b2500f3eefced6c0	"[""nat_2708b2500f3eefced6c0""]"	1	69	130.5	73	65	42	0.6461538461538462	0.9420289855072463	0.9420289855072463	0.6086956521739131	0.3913043478260869	resolved		346	64
vae_candidate_000181	167		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000182	142	nat_9c7fbca4e03cd6830bf2	"[""nat_9c7fbca4e03cd6830bf2""]"	1	146	312.0	164	124	80	0.6451612903225806	0.8732394366197183	0.8493150684931506	0.547945205479452	0.452054794520548	resolved		346	65
vae_candidate_000183	99		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000184	105	nat_4f76b230eb60279eb5dd	"[""nat_4f76b230eb60279eb5dd"", ""nat_82e4660fb87f57daff30"", ""nat_842bc418f0682cd2a9c8"", ""nat_9ba949b2aab9e2be6898"", ""nat_c468502803b4ab5981f1""]"	5	95	208.0	107	93	54	0.5806451612903226	0.8857142857142857	0.9789473684210527	0.5142857142857142	0.48571428571428577	resolved		346	141
vae_candidate_000185	85	nat_262acad32bf64e600812	"[""nat_262acad32bf64e600812"", ""nat_476885d73f2103224b29""]"	2	75	1.0	92	68	22	0.3235294117647059	0.8	0.9066666666666666	0.25882352941176473	0.7411764705882353	resolved		346	5
vae_candidate_000186	71	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f""]"	1	73	236.5	78	66	55	0.8333333333333334	0.9295774647887324	0.9041095890410958	0.7534246575342466	0.2465753424657534	resolved		346	81
vae_candidate_000187	100	nat_168a7720be25950ce7a5	"[""nat_168a7720be25950ce7a5"", ""nat_3d7fc725cd17cf23a73c"", ""nat_6681febe116459c77b18"", ""nat_6b2c0d4d7468a9bb7cde"", ""nat_7d45d6cf3df5d3d36985"", ""nat_9ca97034ea4d97950343""]"	6	94	101.0	109	85	43	0.5058823529411764	0.85	0.9042553191489362	0.43	0.5700000000000001	resolved		346	86
vae_candidate_000188	180		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000189	63		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000190	104	nat_6681febe116459c77b18	"[""nat_6681febe116459c77b18"", ""nat_6b2c0d4d7468a9bb7cde"", ""nat_74aacbad701be1598660"", ""nat_833a1708482ad34125e2"", ""nat_b47c8eec954491beb714""]"	5	94	44.5	111	87	32	0.367816091954023	0.8365384615384616	0.925531914893617	0.3076923076923077	0.6923076923076923	resolved		346	61
vae_candidate_000191	94	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb""]"	1	95	373.0	96	93	82	0.8817204301075269	0.9893617021276596	0.9789473684210527	0.8631578947368421	0.13684210526315788	resolved		346	166
vae_candidate_000192	95	nat_004ac783975534947324	"[""nat_004ac783975534947324"", ""nat_373d638b02f47e751a57"", ""nat_4a610b8daff21e476288"", ""nat_d9b751580230ca0e5773""]"	4	94	116.0	104	85	40	0.47058823529411764	0.8947368421052632	0.9042553191489362	0.42105263157894735	0.5789473684210527	resolved		346	172
vae_candidate_000193	129	nat_0942555d17806690a15c	"[""nat_0942555d17806690a15c""]"	1	148	55.5	153	124	43	0.3467741935483871	0.9612403100775194	0.8378378378378378	0.2905405405405405	0.7094594594594594	resolved		346	6
vae_candidate_000194	141		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000195	102	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a"", ""nat_1f956fdbc151f2ec0ffb"", ""nat_6681febe116459c77b18"", ""nat_67dd37821af98e87666e"", ""nat_6b2c0d4d7468a9bb7cde"", ""nat_78005b3dddedd0251b7e"", ""nat_8f3e753527c876cd94f0"", ""nat_c468502803b4ab5981f1"", ""nat_d5d6f3cedb33fb3328b6""]"	9	94	303.0	109	87	73	0.8390804597701149	0.8529411764705882	0.925531914893617	0.7156862745098039	0.28431372549019607	resolved		346	158
vae_candidate_000196	52		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000197	170	nat_2f6261679e76a403b7de	"[""nat_2f6261679e76a403b7de"", ""nat_d69494036b1115ae54ae""]"	2	156	244.5	185	141	72	0.5106382978723404	0.8294117647058824	0.9038461538461539	0.4235294117647059	0.5764705882352941	resolved		346	63
vae_candidate_000198	180		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000199	143		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000200	88	nat_b5ccff48f879b7cc34ad	"[""nat_b5ccff48f879b7cc34ad""]"	1	92	323.0	93	87	73	0.8390804597701149	0.9886363636363636	0.9456521739130435	0.7934782608695652	0.2065217391304348	resolved		346	201
vae_candidate_000201	91	nat_320fa412f1f1ad675d12	"[""nat_320fa412f1f1ad675d12""]"	1	87	38.0	102	76	27	0.35526315789473684	0.8351648351648352	0.8735632183908046	0.2967032967032967	0.7032967032967032	resolved		346	7
vae_candidate_000202	95	nat_943ce15fb7773fa3a769	"[""nat_943ce15fb7773fa3a769""]"	1	94	233.5	107	82	62	0.7560975609756098	0.8631578947368421	0.8723404255319149	0.6526315789473685	0.34736842105263155	resolved		346	168
vae_candidate_000203	99	nat_7ee1d64f80049d71603c	"[""nat_7ee1d64f80049d71603c""]"	1	95	85.0	113	81	37	0.4567901234567901	0.8181818181818182	0.8526315789473684	0.37373737373737376	0.6262626262626263	resolved		346	141
vae_candidate_000204	168	nat_d71b202a146af4e5c40e	"[""nat_d71b202a146af4e5c40e""]"	1	157	97.0	190	135	58	0.42962962962962964	0.8035714285714286	0.8598726114649682	0.34523809523809523	0.6547619047619048	resolved		346	3
vae_candidate_000205	68	nat_39cf0fd21702af1ff2b1	"[""nat_39cf0fd21702af1ff2b1""]"	1	69	145.5	76	61	41	0.6721311475409836	0.8970588235294118	0.8840579710144928	0.5942028985507246	0.4057971014492754	resolved		346	63
vae_candidate_000206	101	nat_67dd37821af98e87666e	"[""nat_67dd37821af98e87666e""]"	1	96	8.5	116	81	23	0.2839506172839506	0.801980198019802	0.84375	0.22772277227722773	0.7722772277227723	resolved		346	1
vae_candidate_000207	73	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	167.0	83	62	45	0.7258064516129032	0.8493150684931506	0.8611111111111112	0.6164383561643836	0.3835616438356164	resolved		346	76
vae_candidate_000208	109		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000209	121		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000210	72	nat_3cc2cb889cfdbbcaa17b	"[""nat_3cc2cb889cfdbbcaa17b"", ""nat_61a382d08777524701b3"", ""nat_ac44a557fbffad89a437"", ""nat_ea5746ec582bf06f4e03""]"	4	72	237.0	76	68	48	0.7058823529411765	0.9444444444444444	0.9444444444444444	0.6666666666666666	0.33333333333333337	resolved		346	96
vae_candidate_000211	60		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000212	111	nat_dad443e0412ef646de5e	"[""nat_dad443e0412ef646de5e""]"	1	95	289.5	115	91	71	0.7802197802197802	0.8198198198198198	0.9578947368421052	0.6396396396396397	0.36036036036036034	resolved		346	95
vae_candidate_000213	74	nat_448d52f7c380acd65350	"[""nat_448d52f7c380acd65350"", ""nat_a4ce46bc0db75edd2892"", ""nat_f603a0bdb36b55f44821""]"	3	76	9.0	85	65	20	0.3076923076923077	0.8783783783783784	0.8552631578947368	0.2631578947368421	0.736842105263158	resolved		346	11
vae_candidate_000214	128	nat_0ccad4d436403131ae6a	"[""nat_0ccad4d436403131ae6a""]"	1	135	255.5	154	109	69	0.6330275229357798	0.8515625	0.8074074074074075	0.5111111111111111	0.48888888888888893	resolved		346	9
vae_candidate_000215	124	nat_8d5392221648a605a7c2	"[""nat_8d5392221648a605a7c2""]"	1	134	202.0	149	109	64	0.5871559633027523	0.8790322580645161	0.8134328358208955	0.47761194029850745	0.5223880597014925	resolved		346	11
vae_candidate_000216	100	nat_168a7720be25950ce7a5	"[""nat_168a7720be25950ce7a5"", ""nat_1eda5f35014077cd8e25"", ""nat_1f7ab0dfc808b4ef03c3"", ""nat_9ca97034ea4d97950343"", ""nat_a49cfe7d33cec22c3905"", ""nat_c8490949e18e771ed8c8"", ""nat_ccd25408209dd226eaf9""]"	7	94	236.0	105	89	58	0.651685393258427	0.89	0.9468085106382979	0.58	0.42000000000000004	resolved		346	155
vae_candidate_000217	64	nat_08ca607a70bf3998101a	"[""nat_08ca607a70bf3998101a"", ""nat_9f8db13e803cecc901b7"", ""nat_a1131689eff9ccc2bc1c""]"	3	70	57.5	77	57	26	0.45614035087719296	0.890625	0.8142857142857143	0.37142857142857144	0.6285714285714286	resolved		346	46
vae_candidate_000218	149		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000219	97	nat_78005b3dddedd0251b7e	"[""nat_78005b3dddedd0251b7e"", ""nat_8f3e753527c876cd94f0""]"	2	95	396.0	99	93	85	0.9139784946236559	0.9587628865979382	0.9789473684210527	0.8762886597938144	0.12371134020618557	resolved		346	166
vae_candidate_000220	84	nat_75679c0d4db585656573	"[""nat_75679c0d4db585656573""]"	1	92	323.0	97	79	76	0.9620253164556962	0.9404761904761905	0.8586956521739131	0.8260869565217391	0.17391304347826086	resolved		346	219
vae_candidate_000221	94		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000222	136	nat_51872cd8b900b7db59b4	"[""nat_51872cd8b900b7db59b4""]"	1	153	60.0	165	124	45	0.3629032258064516	0.9117647058823529	0.8104575163398693	0.29411764705882354	0.7058823529411764	resolved		346	25
vae_candidate_000223	101	nat_67dd37821af98e87666e	"[""nat_67dd37821af98e87666e"", ""nat_c5a4c69d0879da5e6614""]"	2	96	119.0	116	81	42	0.5185185185185185	0.801980198019802	0.84375	0.4158415841584158	0.5841584158415842	resolved		346	22
vae_candidate_000224	134	nat_8bfb3056e00dc3525ee8	"[""nat_8bfb3056e00dc3525ee8""]"	1	145	222.0	163	116	64	0.5517241379310345	0.8656716417910447	0.8	0.4413793103448276	0.5586206896551724	resolved		346	25
vae_candidate_000225	101	nat_2257aec2c4abeff42ec4	"[""nat_2257aec2c4abeff42ec4"", ""nat_84eddb9c9ecca10afd5a""]"	2	97	48.5	117	81	30	0.37037037037037035	0.801980198019802	0.8350515463917526	0.297029702970297	0.7029702970297029	resolved		346	4
vae_candidate_000226	108	nat_8f3e753527c876cd94f0	"[""nat_8f3e753527c876cd94f0""]"	1	95	353.0	108	95	87	0.9157894736842105	0.8796296296296297	1.0	0.8055555555555556	0.19444444444444442	resolved		346	138
vae_candidate_000227	62	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f""]"	1	73	7.0	75	60	15	0.25	0.967741935483871	0.821917808219178	0.2054794520547945	0.7945205479452055	resolved		346	7
vae_candidate_000228	124	nat_9fd0842a53e077dc147a	"[""nat_9fd0842a53e077dc147a""]"	1	111	252.0	127	108	61	0.5648148148148148	0.8709677419354839	0.972972972972973	0.49193548387096775	0.5080645161290323	resolved		346	35
