sequence_id	sequence_sha256	cluster_id	length	release_status	reasons	source_accessions
nat_9683dd0b519eaf04d743	9683dd0b519eaf04d7438c1faa3b5ba7bfa2c6cfe741bd86fa7ae8c0e5378d7f	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	RZM77707|gvpA|protein;WP_039726782.1;WP_039726782|gvpA|protein;XPB27899|gvpA|protein
nat_7c8675813e4623763282	7c8675813e46237632821dfe2c299d8a6a1afa403a3029f6dc9436af707fc73f	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_322681236.1;WP_322681236|gvpA|protein
nat_edc787924d6392f7c1f5	edc787924d6392f7c1f5e5e00d1e49e457b29997f69ad3227883a383e8273b5b	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_416285140.1;WP_416285140|gvpA|protein
nat_b7662fa2f5d44aa0d6b4	b7662fa2f5d44aa0d6b41c24f4f96c605eb5db30149fbf2c0bac9fe17a17acbe	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_416108851.1;WP_416108851|gvpA|protein
nat_f65654f9aa3b69f34daa	f65654f9aa3b69f34daadee67a7561e43738c0e2ee7c492fbb794705940ddbfb	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_416108847.1;WP_416108847|gvpA|protein
nat_51223251df1314e3c9ba	51223251df1314e3c9bade6b7106f3aca04a55dafced3cc5b130a47bc7b29c63	cluster_1589f15763a3b3a0bf84	66	quarantined	mixed_annotation_cluster	WP_406912117|gvpA|protein
nat_e9d0d8807aee29d8e61c	e9d0d8807aee29d8e61cc5812e5272da20f42b2eb9c88bded666404669277156	cluster_02e83ad46b86e8eaf5e7	71	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_310619223.1;WP_310619223|gvpA|protein
nat_39cf0fd21702af1ff2b1	39cf0fd21702af1ff2b1a85e7f95803ffe5d465cb6cae8e617df8798b8c9f644	cluster_02e83ad46b86e8eaf5e7	69	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_024336577.1;WP_024336577|gvpA|protein
nat_ce84140595a3625becb8	ce84140595a3625becb853b3896946af55d40cf7bd6ebf4c0c866321df18c48e	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_193980327.1;WP_193980327|gvpA|protein
nat_4a871af101af640b6e2c	4a871af101af640b6e2c4613cc92d8574a387d76bed376472736fe356f550e29	cluster_0283d587032de178b666	89	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_413242310.1;WP_413242310|gvpA|protein
nat_de6e45b17a1efe79f377	de6e45b17a1efe79f37778d836358d826a304d076e7019714203a05f82787777	cluster_02e83ad46b86e8eaf5e7	74	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_413173347.1;WP_413173347|gvpA|protein;XNO56029|gvpA|protein
nat_44a44809c7c1d751ebce	44a44809c7c1d751ebce0ff9a86895a50f13e140bfe6d9ae84ed0e8114d8495c	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_190464766.1;WP_190464766|gvpA|protein
nat_1a1b9a1e258a11254cb4	1a1b9a1e258a11254cb4f5cd618e15676d2d449475d5b0ed37269cbc3185bc1d	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_190463961.1;WP_190463961|gvpA|protein
nat_6cd6a14977934f64979a	6cd6a14977934f64979a41a3771d6fe7e8dad157178bbbd3409fe43630cb5a41	cluster_0b5cd7683d0975317579	73	quarantined	mixed_annotation_cluster	WP_379650762.1;WP_379650762|gvpA|protein
nat_72cdd34cb274da9e5e19	72cdd34cb274da9e5e194597336bd584c0601117e8bd69b326cde75988c2ef5d	cluster_00eda75e8d86c0000a3e	92	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_327608074.1;WP_327608074|gvpA|protein
nat_ae37005a67bc5cb2b176	ae37005a67bc5cb2b176bbb2a26f1bbfc007226ff1abafb159c27039c720fa0e	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_324704072.1;WP_324704072|gvpA|protein
nat_fa062766acc141ed13ab	fa062766acc141ed13ab5647f670b952cf8945bbcfc8349eca2a90bcac8cd4ef	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_280793164.1;WP_280793164|gvpA|protein
nat_6f227f789b114508ea99	6f227f789b114508ea9998be7bfc238fb7cd36b4f026ef2c1d299b426ba4d67d	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_283757384.1;WP_283757384|gvpA|protein
nat_56d5d14e5f958bb848ef	56d5d14e5f958bb848effc7cddc6dd078434561bb8d86a1a4654791676632e8b	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_280652748.1;WP_280652748|gvpA|protein
nat_819e640008ab1349cc70	819e640008ab1349cc70b304807fe3f89bc28dfae3f714424db06baf20ba737b	cluster_1589f15763a3b3a0bf84	63	quarantined	mixed_annotation_cluster	WP_409772926|gvpA|protein
nat_63d39c2e5861daa31f41	63d39c2e5861daa31f41643f87a02e57bbbbceb485e5b854577bf230f2d1c5e3	cluster_00eda75e8d86c0000a3e	83	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_353746961.1;WP_353746961|gvpA|protein
nat_6d06213120173a755e9b	6d06213120173a755e9baa644f1b79091e5fe37b3d5310decd03b265d1c1198a	cluster_00eda75e8d86c0000a3e	88	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_328257960.1;WP_328257960|gvpA|protein
nat_271291dc0f72accfac60	271291dc0f72accfac607a148f3b6af0576a1ad6cb95ac9bf3548d2abca3aa08	cluster_0844cfaee9f234d540b5	86	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_409293715.1;WP_409293715|gvpA|protein;XNZ78493|gvpA|protein
nat_07561c65a5d37a8aa878	07561c65a5d37a8aa878cb07b895eb5f91fafbeef771c9befc328c8c9c84e7fc	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_408963110.1;WP_408963110|gvpA|protein
nat_73e0b5aa88a198c56cae	73e0b5aa88a198c56caeea07f42134079d2b868fcd0dbd1b9bc7234b4f64666a	cluster_00058845722df3ede422	87	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_408958174.1;WP_408958174|gvpA|protein
nat_cd0ec9cc83e20bd818b3	cd0ec9cc83e20bd818b34c3d6e32229ae82b1f4b803ad5a686041fe792cfa0b4	cluster_320fa412f1f1ad675d12	86	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_336364780.1;WP_336364780|gvpA|protein
nat_76418c5d471b2873e6bf	76418c5d471b2873e6bfd66246e1ddea8c46c09677d508ca4d85d7ddc4b66838	cluster_320fa412f1f1ad675d12	86	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_332101109.1;WP_332101109|gvpA|protein
nat_7801d96d034213cf08c8	7801d96d034213cf08c8a094d7cac15ce9d441b0b84d59a3a397698d01a086b2	cluster_320fa412f1f1ad675d12	84	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_332100865.1;WP_332100865|gvpA|protein
nat_b9d147aeaac9ffa9d0f3	b9d147aeaac9ffa9d0f345cb4414f298f5fcd7bdcb541313ba9f90ed1cf3a920	cluster_320fa412f1f1ad675d12	87	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_332099299.1;WP_332099299|gvpA|protein
nat_b34a5f1cebe7f342dc3f	b34a5f1cebe7f342dc3f0266350f98a4220b9e2eabe7f053f156e8a2488af41b	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_038082255.1;WP_038082255|gvpA|protein
nat_354eeee0be3f0383107b	354eeee0be3f0383107be26977796d47824369722e4cc0040014e2231196c8e5	cluster_00eda75e8d86c0000a3e	85	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_408011836.1;WP_408011836|gvpA|protein;XLH05853|gvpA|protein
nat_f2eb1efff0bc22bf511d	f2eb1efff0bc22bf511d7abe25340b374cb0b499c08c0e5b5016a140d3727bb3	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_215820231.1;WP_215820231|gvpA|protein
nat_7d8f193406ee761e1417	7d8f193406ee761e1417644f12663163f20f02aa96aa9ac9a3e9967ae45736db	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_407039562.1;WP_407039562|gvpA|protein
nat_42ca32a46ff9fbfe04b0	42ca32a46ff9fbfe04b03849517149d6e08810007705041d2c8b3b34d20375bb	cluster_0283d587032de178b666	93	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_404455754.1;WP_404455754|gvpA|protein;XKF67207|gvpA|protein
nat_a6d518bf56b5cafab96a	a6d518bf56b5cafab96ad5614138c302b7592dbeed2603e0b2367a1fa9195b51	cluster_00eda75e8d86c0000a3e	88	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_404405697.1;WP_404405697|gvpA|protein;XKE66936|gvpA|protein
nat_f87e80c34ba5c8c8909b	f87e80c34ba5c8c8909bbdd240615676baff89720ec7c271d2c949964d53bfc2	cluster_04e4c15b93bd18832d36	87	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_231183142.1;WP_231183142|gvpA|protein
nat_7a296141a2788c2145e9	7a296141a2788c2145e9831dd2e14af2845f1b10362686045dd37b12e3d675db	cluster_00eda75e8d86c0000a3e	96	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_062441008.1;WP_062441008|gvpA|protein
nat_38a86b2caad8351d20f8	38a86b2caad8351d20f84009e4f3fadc81641af9267c4634244814993c1e259b	cluster_02e83ad46b86e8eaf5e7	70	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_394079722.1;WP_394079722|gvpA|protein
nat_4ba0a2c8ff48af80e17e	4ba0a2c8ff48af80e17ea4e45f1da9493a8864d39f451200f163ff2e561d2b6f	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_392535573.1;WP_392535573|gvpA|protein
nat_63e94d96149b61e3547f	63e94d96149b61e3547fb620a3561727505e40a05520085d6a7b53eda6afbc7c	cluster_320fa412f1f1ad675d12	87	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_122090611.1;WP_122090611|gvpA|protein
nat_1221e51a70c9226dfb5b	1221e51a70c9226dfb5b8f5c0eaea31f8d82a2bbe997fe275036cddfc6893f45	cluster_00eda75e8d86c0000a3e	90	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_390306325.1;WP_390306325|gvpA|protein
nat_4f76b230eb60279eb5dd	4f76b230eb60279eb5dd9727b6fef53befa7b01de4543a47effc9d7219b9b6ea	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_390283382.1;WP_390283382|gvpA|protein
nat_044a3e6477173de21b19	044a3e6477173de21b191f88651098a6ddd5f3ea0f8288b883ad9f9d97c83ee6	cluster_044a3e6477173de21b19	90	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster	WP_390271558.1;WP_390271558|gvpA|protein
nat_7d8900b1fc48c317aebb	7d8900b1fc48c317aebbade0a9e0f037e7f876e05e79fe26074fd735c2e3217a	cluster_00b8d6bdf51c5322f38c	86	quarantined	nearest_gvpa_to_unresolved_negative_cluster	WP_204418811.1;WP_204418811|gvpA|protein;XPD20917|gvpA|protein
nat_6b94719ca1a990ee1d8f	6b94719ca1a990ee1d8f7fe4a2780bb99c98d3599cd6abe8080921d204b422e4	cluster_04e4c15b93bd18832d36	87	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	USZ76701|gvpA|protein;WP_253517921.1;WP_253517921|gvpA|protein
nat_943ce15fb7773fa3a769	943ce15fb7773fa3a769b10eef21ff74af8e9455a035ac627206a70f67094829	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_252487173.1;WP_252487173|gvpA|protein
nat_970873de163a6ff8ee05	970873de163a6ff8ee058480a3869a5416b54bf5594fe27fbb5156104085a425	cluster_04e4c15b93bd18832d36	88	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_217628970.1;WP_217628970|gvpA|protein
nat_2395590053bc57a3bac9	2395590053bc57a3bac9a2197e4b3100849ac0586b18b27401acb2786f9ed738	cluster_00eda75e8d86c0000a3e	91	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_379496047.1;WP_379496047|gvpA|protein
nat_0dcb405a364eae4db9c2	0dcb405a364eae4db9c2e19b75732438619d866ca86f30cf78ac87bfd6ab062e	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_377962562.1;WP_377962562|gvpA|protein
nat_440c141d3d83ed043c33	440c141d3d83ed043c333614417693fd89f0dfdca16a4ae6872273ea898aeb50	cluster_04e4c15b93bd18832d36	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_375796785.1;WP_375796785|gvpA|protein
nat_36d36d0c4f52b3ab32d3	36d36d0c4f52b3ab32d367ff704271c4f22cce71b0e9625e3e2a6ce41c559470	cluster_044b97bbcc6fc75d19af	73	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_375803144.1;WP_375803144|gvpA|protein
nat_476885d73f2103224b29	476885d73f2103224b292d5d842a8afc0794641e93e8e2d399aaf3c10eaa833c	cluster_02e83ad46b86e8eaf5e7	84	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_375594093.1;WP_375594093|gvpA|protein;XHC49834|gvpA|protein
nat_5d20f105b230fcb464d1	5d20f105b230fcb464d172f5f60beb5d3a0433f4d04c11d7e3b12442a0876f1f	cluster_04e4c15b93bd18832d36	78	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_373674330.1;WP_373674330|gvpA|protein
nat_92d7d81f95603487cd9c	92d7d81f95603487cd9c2e6f2b9a057290f97368162a627c34d4db46064b5d78	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_373618838.1;WP_373618838|gvpA|protein
nat_4f811102c58fb8e77080	4f811102c58fb8e77080f5dd3e87eca3f86feb91a847119b6ffe487ef0fe11f1	cluster_04e4c15b93bd18832d36	78	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_267662982.1;WP_267662982|gvpA|protein
nat_b47c8eec954491beb714	b47c8eec954491beb71449c63366fd48ba5dce86743a074cbdbe978a2a2b450c	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_149081285.1;WP_149081285|gvpA|protein
nat_bb09971e1315fce64b6e	bb09971e1315fce64b6ebe60ab918eb13f4e62c370d2b46304d7bccf3b3ead2c	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	QXP83328|gvpA|protein;WP_218806347.1;WP_218806347|gvpA|protein;XCV39199|gvpA|protein
nat_0e91ce29d8018f1f6bc6	0e91ce29d8018f1f6bc63564bb43e1bf4a485fe22bc7a713e9a2e0a3b6c8385c	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_054470142.1;WP_054470142|gvpA|protein;XCM36407|gvpA|protein;XCM36523|gvpA|protein
nat_004ac783975534947324	004ac7839755349473240380f645fff65b298b81cd7212d8be9f25d268874df0	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_342809826.1;WP_342809826|gvpA|protein
nat_07f90c8c92dbdb92b94e	07f90c8c92dbdb92b94e1c4becf058d78867504d7c200a8ac59420a67443e648	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_339102459.1;WP_339102459|gvpA|protein
nat_5c03f7861ccf36dc0533	5c03f7861ccf36dc05336cbb110d6b9466b83c837a45b4254d8ee83f1acb7937	cluster_00058845722df3ede422	84	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_338727022.1;WP_338727022|gvpA|protein
nat_4cea385a8794a0b112c3	4cea385a8794a0b112c3718b48635d7251fd2b54c59d9aaf7a1aa68ef55f0934	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_338007780.1;WP_338007780|gvpA|protein
nat_4e9e86277af05dbd050d	4e9e86277af05dbd050d6026de986c169c801caeb1df279e98d79b71f7f662b6	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_338001785.1;WP_338001785|gvpA|protein
nat_0a6194eed91a047cb43e	0a6194eed91a047cb43e42df86660279db231e8e43de2021d1f6bd61c0de9318	cluster_00058845722df3ede422	84	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_332897853.1;WP_332897853|gvpA|protein
nat_ea5746ec582bf06f4e03	ea5746ec582bf06f4e03026eb672c30524a41db3d8f7504c2c6530701baaefa7	cluster_3e013aaa6defa9421798	72	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_332321129.1;WP_332321129|gvpA|protein
nat_edf12e96625a3cd49854	edf12e96625a3cd498543a51165a1fe2582809ab9abb59ead2892e6153bce04a	cluster_00058845722df3ede422	86	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_331233287.1;WP_331233287|gvpA|protein
nat_d9b751580230ca0e5773	d9b751580230ca0e5773c57e4ce813ad00b52f3d761de387a4ceb48a8b983c68	cluster_d9b751580230ca0e5773	85	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_313692695.1;WP_313692695|gvpA|protein
nat_4d4e00d31d935ed0527d	4d4e00d31d935ed0527dea10b018697cb7c3f72bf199a24b36075804bc95f4cd	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_312909280.1;WP_312909280|gvpA|protein
nat_4132d6e9996d37d7483a	4132d6e9996d37d7483a43399d0cf509931b6bc7ffe8affe4d8014ed5a994667	cluster_04e4c15b93bd18832d36	92	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_310905889.1;WP_310905889|gvpA|protein
nat_fca422d4ddd5dcd65605	fca422d4ddd5dcd65605aca73a48825de01049d9d8a1773ef99115068238d3f9	cluster_00058845722df3ede422	96	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_306756674.1;WP_306756674|gvpA|protein
nat_d4bbfd09a62903f1dd61	d4bbfd09a62903f1dd61a6f9ad8db51b9835b18fbf9766c780f6719f9f1e9643	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_306059442.1;WP_306059442|gvpA|protein
nat_fd90bc846ac4fc169df6	fd90bc846ac4fc169df6b72c6d79f22f65e19b6288aa31b62ee0ef2b7fbcbd95	cluster_d9b751580230ca0e5773	92	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_304447146.1;WP_304447146|gvpA|protein
nat_6cb2a4a67fad0b3f22b1	6cb2a4a67fad0b3f22b180db738bb3f59efd73950cd7b341fdf1ef17aafa121f	cluster_0da4fc315e8c5fa1925f	74	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_296608059.1;WP_296608059|gvpA|protein
nat_340bf83afc765d1b00fd	340bf83afc765d1b00fdd15c36a88211b6ccc7b1557c106bec83457cd9bb095b	cluster_1e070d0d2387bb202235	78	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_292371610.1;WP_292371610|gvpA|protein
nat_833a1708482ad34125e2	833a1708482ad34125e281ec9a7bb5ff185d6b74e637c9a4e71748011be93051	cluster_00058845722df3ede422	98	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_290814024.1;WP_290814024|gvpA|protein
nat_0aeb545239a28bae61f9	0aeb545239a28bae61f99fbd60bce02d7f124f3277108fc0d913126d6222ba8b	cluster_00058845722df3ede422	86	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_286046597.1;WP_286046597|gvpA|protein
nat_ce5dc523b5749c0ad99a	ce5dc523b5749c0ad99a93b9d53e7343c2df1a582dcc1045a1caf959b34254dd	cluster_320fa412f1f1ad675d12	87	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_286043823.1;WP_286043823|gvpA|protein
nat_9fda348180c612303cdb	9fda348180c612303cdb7da49eec263f1c4a969cd97d7811ee7730f5dc5f4d4e	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WIV67593|gvpA|protein;WP_285927312.1;WP_285927312|gvpA|protein
nat_0145b7d0415b25474bf7	0145b7d0415b25474bf7a3c8e0a8c493009e798905f413a70669e51a92c9c25b	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_283836894.1;WP_283836894|gvpA|protein
nat_64b87c36790fe3acd4ba	64b87c36790fe3acd4baa751c7e30662ba7fd5dddd03a8f17f2a097d90e9a793	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_278293264.1;WP_278293264|gvpA|protein
nat_0da4fc315e8c5fa1925f	0da4fc315e8c5fa1925fb0764a91af43de57873340a143b142e0b66ac5307abb	cluster_0da4fc315e8c5fa1925f	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_276835635.1;WP_276835635|gvpA|protein
nat_62b65b4bdaad5382b6fd	62b65b4bdaad5382b6fd1a8fe84b861f9f2785c845ef6d5232a5858759e89434	cluster_0da4fc315e8c5fa1925f	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_276835632.1;WP_276835632|gvpA|protein
nat_644a625ed987b37152d8	644a625ed987b37152d8accd5afc91e83fbb7aa608bf5b736cb83e597789259b	cluster_0da4fc315e8c5fa1925f	76	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_276835630.1;WP_276835630|gvpA|protein
nat_3dd2d389f45d6f0511d2	3dd2d389f45d6f0511d21268defb0f34c51a26455c8e3504fb137cf688b87ebe	cluster_3dd2d389f45d6f0511d2	93	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_276304827.1;WP_276304827|gvpA|protein
